,h2,ch4,c2h6,c2h4,c2h2,act
0,38.18376618407357,3.0,42.567593307585526,0.01,0.01,PD
1,47.32863826479693,12.529964086141668,9.486832980505138,12.529964086141668,6.708203932499369,PD
2,8.54400374531753,2.8284271247461903,2.0,1.4142135623730951,3.4641016151377544,PD
3,15.329709716755891,4.0,0.01,5.916079783099616,0.01,PD
4,96.64367542679655,31.54362059117501,7.745966692414834,2.449489742783178,2.6457513110645907,PD
5,181.785587987607,24.879710609249457,7.615773105863909,1.4142135623730951,0.01,PD
6,90.91754506144565,32.57299494980466,4.69041575982343,0.01,0.01,PD
7,15.165750888103101,3.987480407475377,4.03732584763727,1.378404875209022,1.5491933384829668,PD
8,10.44030650891055,4.0,0.01,0.01,0.01,PD
9,10.63014581273465,4.58257569495584,6.928203230275509,0.01,2.0,PD
10,36.180105030251084,11.135528725660043,10.63014581273465,2.449489742783178,0.01,PD
11,39.35987804859156,3.1937438845342623,0.01,7.29314746868593,0.01,PD
12,10.04987562112089,2.8460498941515415,0.01,1.7320508075688772,0.01,PD
13,189.8315042346765,68.58571279792899,23.53720459187964,2.23606797749979,3.1622776601683795,PD
14,12.649110640673518,3.1622776601683795,1.7320508075688772,1.0,1.0,PD
15,32.802438933713454,9.746794344808963,2.0,8.426149773176359,15.198684153570664,PD
16,20.174241001832016,5.291502622129181,3.872983346207417,4.58257569495584,0.01,PD
17,47.32863826479693,23.664319132398465,19.493588689617926,21.213203435596427,30.659419433511783,PD
18,304.3024810940588,100.99504938362078,1.0,1.4142135623730951,0.01,PD
19,50.86452594883786,10.594810050208546,2.168870673876153,1.1832159566199232,0.01,PD
20,13.996428115772966,3.8078865529319543,3.40587727318528,1.5491933384829668,0.01,PD
21,13.44804818551748,0.7576278769950324,0.48373546489791297,0.433589667773576,0.01,PD
22,66.93280212272605,23.664319132398465,19.493588689617926,20.074859899884732,29.93325909419153,PD
23,40.63249930782009,9.486832980505138,5.744562646538029,6.708203932499369,1.4142135623730951,PD
24,31.304951684997057,8.54400374531753,7.615773105863909,3.4641016151377544,0.01,PD
25,81.24038404635961,31.622776601683793,6.164414002968976,1.4142135623730951,4.358898943540674,PD
26,7.483314773547883,7.810249675906654,8.660254037844387,5.656854249492381,5.5677643628300215,PD
27,47.32863826479693,12.96148139681572,5.0,0.01,0.01,PD
28,304.3024810940588,100.99504938362078,0.01,0.01,0.01,PD
29,4.929503017546495,3.96232255123179,2.5298221281347035,3.3466401061363023,5.458937625582473,PD
30,22.02271554554524,5.916079783099616,5.385164807134504,2.449489742783178,0.01,PD
31,10.44030650891055,2.0,3.3166247903554,3.0,0.01,PD
32,126.49110640673517,63.245553203367585,22.360679774997898,92.19544457292888,126.49110640673517,PD
33,45.066617356974994,12.206555615733702,4.47213595499958,1.7320508075688772,0.01,PD
34,29.49576240750525,8.774964387392123,8.54400374531753,7.3484692283495345,3.7416573867739413,PD
35,10.295630140987,2.0,1.4142135623730951,1.0,0.01,PD
36,181.46625030566977,48.95916665957459,12.529964086141668,0.01,0.01,PD
37,14.035668847618199,3.4641016151377544,2.569046515733026,3.872983346207417,0.01,PD
38,10.816653826391969,4.123105625617661,1.0,1.7320508075688772,1.0,PD
39,12.649110640673518,4.969909455915671,6.2048368229954285,0.01,0.01,PD
40,11.575836902790225,3.605551275463989,12.489995996796797,0.01,0.01,PD
41,12.884098726725126,4.58257569495584,6.164414002968976,2.449489742783178,0.01,PD
42,13.527749258468683,2.449489742783178,0.01,2.23606797749979,0.01,PD
43,47.32863826479693,12.529964086141668,9.486832980505138,6.708203932499369,6.708203932499369,PD
44,80.33679107357973,2.6457513110645907,0.01,0.01,0.01,PD
45,15.491933384829668,4.47213595499958,2.23606797749979,5.291502622129181,9.797958971132712,PD
