,h2,ch4,c2h6,c2h4,c2h2,act
0,7.285506548522785,2.302585092994046,7.502738210754851,9.999500033330834e-05,9.999500033330834e-05,PD
1,7.714677473800927,5.062595033026967,4.51085950651685,5.062595033026967,3.828641396489095,PD
2,4.30406509320417,2.1972245773362196,1.6094379124341003,1.0986122886681098,2.5649493574615367,PD
3,5.4638318050256105,2.833213344056216,9.999500033330834e-05,3.58351893845611,9.999500033330834e-05,PD
4,9.14216859187285,6.903747257584598,4.110873864173311,1.9459101490553132,2.0794415416798357,PD
5,10.4056860696016,6.429719478039138,4.07753744390572,1.0986122886681098,9.999500033330834e-05,PD
6,9.020026965252676,6.967909201801884,3.1354942159291497,9.999500033330834e-05,9.999500033330834e-05,PD
7,5.442417710521793,2.8273136219290276,2.8507065015037334,1.0647107369924282,1.2237754316221157,PD
8,4.700480365792417,2.833213344056216,9.999500033330834e-05,9.999500033330834e-05,9.999500033330834e-05,PD
9,4.736198448394496,3.091042453358316,3.8918202981106265,9.999500033330834e-05,1.6094379124341003,PD
10,7.177782416195197,4.8283137373023015,4.736198448394496,1.9459101490553132,9.999500033330834e-05,PD
11,7.346139233847411,2.4159137783010487,9.999500033330834e-05,3.9924963895780228,9.999500033330834e-05,PD
12,4.624972813284271,2.2082744135228043,9.999500033330834e-05,1.3862943611198906,9.999500033330834e-05,PD
13,10.492301467414055,8.45638105201948,6.318968113746434,1.791759469228055,2.3978952727983707,PD
14,5.081404364984463,2.3978952727983707,1.3862943611198906,0.6931471805599453,0.6931471805599453,PD
15,6.981934677156389,4.564348191467836,1.6094379124341003,4.276666119016055,5.44673737166631,PD
16,6.0112671744041615,3.367295829986474,2.772588722239781,3.091042453358316,9.999500033330834e-05,PD
17,7.714677473800927,6.329720905522696,5.942799375126701,6.111467339502679,6.846943139585379,PD
18,11.43605521971203,9.23024103368252,0.6931471805599453,1.0986122886681098,9.999500033330834e-05,PD
19,7.858717932387569,4.7295977643631435,1.7411676831119947,0.8754687373538999,9.999500033330834e-05,PD
20,5.28269598564508,2.740840023925201,2.533696813957432,1.2237754316221157,9.999500033330834e-05,PD
21,5.203182171432998,0.45362014999521144,0.21026092548319608,0.1722712209404532,9.999500033330834e-05,PD
22,8.407601514786142,6.329720905522696,5.942799375126701,6.0014148779611505,6.799055862058796,PD
23,7.409741954080923,4.51085950651685,3.5263605246161616,3.828641396489095,1.0986122886681098,PD
24,6.8885724595653635,4.30406509320417,4.07753744390572,2.5649493574615367,9.999500033330834e-05,PD
25,8.79497643168877,6.90875477931522,3.6635616461296463,1.0986122886681098,2.995732273553991,PD
26,4.04305126783455,4.127134385045092,4.330733340286331,3.4965075614664802,3.4657359027997265,PD
27,7.714677473800927,5.1298987149230735,3.258096538021482,9.999500033330834e-05,9.999500033330834e-05,PD
28,11.43605521971203,9.23024103368252,9.999500033330834e-05,9.999500033330834e-05,9.999500033330834e-05,PD
29,3.2308043957334744,2.8154087194227095,2.0014800002101243,2.501435951739211,3.427514689979529,PD
30,6.186208623900494,3.58351893845611,3.4011973816621555,1.9459101490553132,9.999500033330834e-05,PD
31,4.700480365792417,1.6094379124341003,2.4849066497880004,2.302585092994046,9.999500033330834e-05,PD
32,9.680406499268875,8.294299608857235,6.2166061010848646,9.04793908261736,9.680406499268875,PD
33,7.616775808698373,5.0106352940962555,3.044522437723423,1.3862943611198906,9.999500033330834e-05,PD
34,6.769641976852503,4.356708826689592,4.30406509320417,4.007333185232471,2.70805020110221,PD
35,4.672828834461906,1.6094379124341003,1.0986122886681098,0.6931471805599453,9.999500033330834e-05,PD
36,10.402169742355426,7.7823903355874595,5.062595033026967,9.999500033330834e-05,9.999500033330834e-05,PD
37,5.288267030694535,2.5649493574615367,2.028148247292285,2.772588722239781,9.999500033330834e-05,PD
38,4.770684624465665,2.8903717578961645,0.6931471805599453,1.3862943611198906,0.6931471805599453,PD
39,5.081404364984463,3.246490991901174,3.676300671907076,9.999500033330834e-05,9.999500033330834e-05,PD
40,4.90527477843843,2.6390573296152584,5.056245805348308,9.999500033330834e-05,9.999500033330834e-05,PD
41,5.117993812416755,3.091042453358316,3.6635616461296463,1.9459101490553132,9.999500033330834e-05,PD
42,5.214935757608986,1.9459101490553132,9.999500033330834e-05,1.791759469228055,9.999500033330834e-05,PD
43,7.714677473800927,5.062595033026967,4.51085950651685,3.828641396489095,3.828641396489095,PD
44,8.772610303280743,2.0794415416798357,9.999500033330834e-05,9.999500033330834e-05,9.999500033330834e-05,PD
45,5.484796933490655,3.044522437723423,1.791759469228055,3.367295829986474,4.574710978503383,PD
46,4.192680462942962,8.294299608857235,7.601402334583733,7.601402334583733,8.987321812850125,PD
47,4.969813299576001,1.6808279085207734,0.4824261492442927,0.019802627296179712,0.019802627296179712,PD
