,h2,ch4,c2h6,c2h4,c2h2,act
0,6.45197924455839,2.1040941106636595,6.448968899725054,9.999475737043902e-05,9.999435625920675e-05,1
1,8.761638023212058,5.033784452137201,3.7518274624470096,1.0697999652576,9.999435625920675e-05,1
2,7.766157231790077,5.349751744705497,2.9404396548800418,9.999475737043902e-05,9.999435625920675e-05,1
3,4.343534411931854,2.5367541184091715,9.999479327290683e-05,9.999475737043902e-05,9.999435625920675e-05,1
4,8.82231768726889,6.156382689267654,5.559754876655491,1.7159664578008262,2.0628863090770544,1
5,9.472006137568584,6.539515888217113,0.6832924198582071,1.0697999652576,9.999435625920675e-05,1
6,7.599996124889073,5.315680336791309,3.399163377801864,1.0697999652576,2.4853651973483775,1
7,9.472006137568584,6.539515888217113,9.999479327290683e-05,9.999475737043902e-05,9.999435625920675e-05,1
8,8.759170826568576,5.802936194647008,4.567077058148321,9.999475737043902e-05,9.999435625920675e-05,1
9,4.4246135907008775,2.6251532688200685,9.999479327290683e-05,9.999475737043902e-05,9.999435625920675e-05,1
10,5.156043959401811,2.1040941106636595,9.999479327290683e-05,0.029537582026762092,9.999435625920675e-05,1
11,7.212421190794734,5.802936194647008,4.567077058148321,0.0,0.0,1
12,8.855720670213817,5.628280412342438,4.935634625658995,2.083981440565065,1.9136244145768389,1
13,9.472006137568584,6.539515888217113,0.0,0.0,0.0,1
14,7.766157231790077,5.349751744705497,2.9404396548800418,0.0,0.0,1
15,8.761638023212058,5.033784452137201,3.7518274624470096,1.0697999652576,0.0,1
16,8.900051664160506,5.354062827230644,6.051909136469669,0.6816027585830234,0.6631002020538248,1
17,8.61381705547252,6.814702723613949,6.560496119562105,3.076393855287821,0.0,1
18,4.162375986424479,2.1040941106636595,0.0,0.029537582026762092,0.0,1
19,4.417564358575497,1.7779801004689073,2.6733024701053196,2.310659312053854,2.6927090610747055,2
20,4.285122163755676,1.775450712913613,1.679217096033137,2.2388259597672957,1.5999982925170697,2
21,5.81357894698545,2.77518587573642,1.8695621287875914,1.856734322075132,1.824201574827315,2
22,3.836070974151814,1.9777485119434577,3.127904666563025,2.2388259597672957,2.304660380090163,2
23,3.8777737820096467,2.0159923775375557,2.9886710152553415,2.073937003862853,2.200604726135815,2
24,3.836070974151814,2.944887507559456,2.0071984240131635,2.69268293960221,3.128727306237913,2
25,5.5977315620688435,2.183158477622811,1.556970046928594,1.5481064525883859,1.4535445322755316,2
26,3.608398734250552,2.408967503830027,3.6399655498779646,1.7159664578008262,2.0071749691053524,2
27,3.9797966471305792,2.665657145113091,1.726892441468825,2.411528973248892,3.1817737541879207,2
28,7.760260945346742,2.4363384289224537,1.556970046928594,9.999475737043902e-05,2.237235207255518,2
29,4.623107187583164,1.9271494608944173,3.2809419556953423,2.830003381942826,1.8048020521129808,2
30,4.026492430503331,2.5822797374927515,1.556970046928594,1.9778235042950407,2.920383673166647,2
31,3.5504815764587625,2.8993531702833364,1.9924141229750376,2.787873456856292,3.632199826818531,2
32,4.003470835534789,2.0159923775375557,1.556970046928594,1.0697999652576,2.1842339645632083,2
33,3.836070974151814,1.6699752325565898,0.6832924198582071,1.856734322075132,2.753930975251535,2
34,3.4442219761303567,1.4561349069138159,0.0,1.5664104377023862,2.4988101579758237,2
35,6.4741125465151725,3.096990844338022,2.9777833496256383,2.593912445198058,3.191517278433343,3
36,2.30259279244685,3.6821718562424737,2.9404396548800418,4.549606737734298,3.9329865755304376,3
37,6.50961550427471,2.927296238893029,1.726892441468825,3.240745966466908,3.4623293708510574,3
38,7.516753659380342,4.677539031404937,3.255129590827157,5.016045613661543,3.832233919361704,3
39,3.836070974151814,1.9874868205257652,1.1235885671600285,2.7615214770722543,2.846962289251396,3
40,6.279761311820509,4.41779327368979,3.6448786460941007,4.457602416880232,3.5863727492497857,3
41,5.069029073871911,3.595041497055263,4.14144238544953,3.18959393393897,3.1817737541879207,3
42,5.499146473912239,5.523005747970713,4.17593747385663,6.004055415525051,4.798510087232704,3
43,3.836070974151814,5.029901599705024,4.0177463475563,5.8057672060767285,4.67879619404846,3
44,2.5239324172201596,4.1417096270263185,2.1962011030110893,4.041787566799061,4.189703582613266,3
45,5.649604577248806,4.349470841926493,3.502550798414046,4.761946585335387,3.9739812652027986,3
46,7.37908483039088,3.939888436164866,2.9667530193749934,4.294120190170719,3.7568894916252744,3
47,4.132930583627395,6.0815625374500515,5.21038373111678,7.152117931791672,5.471376509799674,3
48,2.4561091733259097,3.9643501846536426,1.9924141229750376,4.346705724437691,4.1919263145104075,3
49,9.999483006171651e-05,3.390747828462525,2.6733024701053196,2.411528973248892,2.4853651973483775,3
50,2.5239324172201596,3.2508881156742437,4.728653515223849,2.411528973248892,2.518429447650495,3
51,2.5239324172201596,3.444716273281084,4.22502308037565,2.476834245044926,2.3737177290583507,3
52,9.999483006171651e-05,2.954182152200572,3.112492353600945,2.593912445198058,3.3554851182322767,3
53,5.998921091652384,5.072091088206332,3.6924457267866844,5.62402746977448,4.461884411726617,3
54,2.30259279244685,6.013169466702497,5.702998899204373,6.6006210099934695,4.851553296107653,3
55,2.4561091733259097,4.760066385097627,3.143037924684542,5.190522125943148,4.0762348886753905,3
56,2.30259279244685,2.4882410830035946,9.999479327290683e-05,9.999475737043902e-05,2.870196955893697,3
57,3.150077227113738,4.7194312103966745,3.72267916943172,5.506606778172406,4.701655095257386,3
58,3.348525878591151,4.9402747121917265,3.330275016554528,5.167495296095303,4.213510050953431,3
59,2.30259279244685,3.9093638146940695,2.3613147907594025,4.472905829758012,3.89894678400419,3
60,2.3826619388925163,6.189480124563527,5.14081218736666,6.792024362122918,4.935257637032199,3
61,2.1170255277086114,5.475779565156273,4.792594313290802,6.584278503263189,5.310412786760947,3
62,5.239625217679611,3.810182484643662,4.056908183453511,2.6819434031073124,2.70454858860035,3
63,6.0727890500258574,4.3741219236907165,3.330275016554528,5.064925330295103,4.002800379689645,3
64,9.999483006171651e-05,3.782801500267263,2.817342285011327,4.9940379054863095,4.458530392566562,3
65,2.30259279244685,4.41779327368979,3.521754744568729,4.340706405154121,3.4898067967992286,3
